Name,Reviews Count,Followers,Rating,Review Text
Kajal Jain,0 reviews,0 Followers,3,Great service and good
Naman Upadhyaya,0 reviews,24 Followers,3,"Asif shaikh- The best coffee shop in Mumbai with Polite and good staff ,serving food with complimentary banana chips and water.😍"
Gauravchettiyar13@gmail.com,0 reviews,0 Followers,3,"The place is good but not great. The location is amazing, it’s right opposite to JWMarriot Juhu, which makes it perfect for a breezy evening.

Few things which we really loved was,
The idea of giving free water & chips… there is a story behind it and makes it an emotional touch.
The idea of coffee tasters, I guess it’s the first cafe I have been to which does that, really loved it.

Baked vadapav and the tiny butter croissant are must try.
Vietnamese frappe & Nariyal coffee frappe both were good but not great.
Other food items were also similar.

If you looking for breezy evening & hot coffee, please visit."
KHILTI,0 reviews,1 Followers,3,"I visited a charming open café that offered both indoor ( less seats) and outdoor seating, creating a cozy yet refreshing vibe. What stood out the most was their thoughtful and generous service—I was welcomed with water in a canned bottle, complimentary banana chips, and later, a taster shot of the coffee I had ordered before the actual drink arrived. I absolutely loved this concept by the Ettara team, allowing a preview of the coffee experience. With its curated menu and warm atmosphere, this café is definitely going to be my new go-to spot!"
Aayush Jayswal,0 reviews,0 Followers,3,The coffees ordered were not good except the Caramel Frappe. But the banana chips on the side were excellent!!
410283,0 reviews,0 Followers,3,Amazing place. Must try the baked vada pav and filter coffee affogato.
Tanisha,0 reviews,0 Followers,3,Iced latte was very weak and milky but tasted good overall
Pooja Joshi,0 reviews,239 Followers,3,the cafe has outside seating and only 2 tables inside ..on a weekend there is waiting for a table ..I was sitting on a chair in a corner and the waiter very rudely asked me to get up n stand outside ..overpriced coffee which is mediocre in taste ..rude waiters with no manners
Lucky,0 reviews,0 Followers,3,Kareem is very kind efficient and good in his work! i really like his attitude and behaviour towards the people he serves 🧿✨🪬🌞👌🏻
Rishikesh Khedkar,0 reviews,0 Followers,3,Bad service
Kajal Jain,0 reviews,0 Followers,3,Great service and good
Naman Upadhyaya,0 reviews,24 Followers,3,"Asif shaikh- The best coffee shop in Mumbai with Polite and good staff ,serving food with complimentary banana chips and water.😍"
Gauravchettiyar13@gmail.com,0 reviews,0 Followers,3,"The place is good but not great. The location is amazing, it’s right opposite to JWMarriot Juhu, which makes it perfect for a breezy evening.

Few things which we really loved was,
The idea of giving free water & chips… there is a story behind it and makes it an emotional touch.
The idea of coffee tasters, I guess it’s the first cafe I have been to which does that, really loved it.

Baked vadapav and the tiny butter croissant are must try.
Vietnamese frappe & Nariyal coffee frappe both were good but not great.
Other food items were also similar.

If you looking for breezy evening & hot coffee, please visit."
KHILTI,0 reviews,1 Followers,3,"I visited a charming open café that offered both indoor ( less seats) and outdoor seating, creating a cozy yet refreshing vibe. What stood out the most was their thoughtful and generous service—I was welcomed with water in a canned bottle, complimentary banana chips, and later, a taster shot of the coffee I had ordered before the actual drink arrived. I absolutely loved this concept by the Ettara team, allowing a preview of the coffee experience. With its curated menu and warm atmosphere, this café is definitely going to be my new go-to spot!"
Aayush Jayswal,0 reviews,0 Followers,3,The coffees ordered were not good except the Caramel Frappe. But the banana chips on the side were excellent!!
410283,0 reviews,0 Followers,3,Amazing place. Must try the baked vada pav and filter coffee affogato.
Tanisha,0 reviews,0 Followers,3,Iced latte was very weak and milky but tasted good overall
Pooja Joshi,0 reviews,239 Followers,3,the cafe has outside seating and only 2 tables inside ..on a weekend there is waiting for a table ..I was sitting on a chair in a corner and the waiter very rudely asked me to get up n stand outside ..overpriced coffee which is mediocre in taste ..rude waiters with no manners
Lucky,0 reviews,0 Followers,3,Kareem is very kind efficient and good in his work! i really like his attitude and behaviour towards the people he serves 🧿✨🪬🌞👌🏻
Rishikesh Khedkar,0 reviews,0 Followers,3,Bad service
Kajal Jain,0 reviews,0 Followers,3,Great service and good
Naman Upadhyaya,0 reviews,24 Followers,3,"Asif shaikh- The best coffee shop in Mumbai with Polite and good staff ,serving food with complimentary banana chips and water.😍"
Gauravchettiyar13@gmail.com,0 reviews,0 Followers,3,"The place is good but not great. The location is amazing, it’s right opposite to JWMarriot Juhu, which makes it perfect for a breezy evening.

Few things which we really loved was,
The idea of giving free water & chips… there is a story behind it and makes it an emotional touch.
The idea of coffee tasters, I guess it’s the first cafe I have been to which does that, really loved it.

Baked vadapav and the tiny butter croissant are must try.
Vietnamese frappe & Nariyal coffee frappe both were good but not great.
Other food items were also similar.

If you looking for breezy evening & hot coffee, please visit."
KHILTI,0 reviews,1 Followers,3,"I visited a charming open café that offered both indoor ( less seats) and outdoor seating, creating a cozy yet refreshing vibe. What stood out the most was their thoughtful and generous service—I was welcomed with water in a canned bottle, complimentary banana chips, and later, a taster shot of the coffee I had ordered before the actual drink arrived. I absolutely loved this concept by the Ettara team, allowing a preview of the coffee experience. With its curated menu and warm atmosphere, this café is definitely going to be my new go-to spot!"
Aayush Jayswal,0 reviews,0 Followers,3,The coffees ordered were not good except the Caramel Frappe. But the banana chips on the side were excellent!!
410283,0 reviews,0 Followers,3,Amazing place. Must try the baked vada pav and filter coffee affogato.
Tanisha,0 reviews,0 Followers,3,Iced latte was very weak and milky but tasted good overall
Pooja Joshi,0 reviews,239 Followers,3,the cafe has outside seating and only 2 tables inside ..on a weekend there is waiting for a table ..I was sitting on a chair in a corner and the waiter very rudely asked me to get up n stand outside ..overpriced coffee which is mediocre in taste ..rude waiters with no manners
Lucky,0 reviews,0 Followers,3,Kareem is very kind efficient and good in his work! i really like his attitude and behaviour towards the people he serves 🧿✨🪬🌞👌🏻
Rishikesh Khedkar,0 reviews,0 Followers,3,Bad service
Kajal Jain,0 reviews,0 Followers,3,Great service and good
Naman Upadhyaya,0 reviews,24 Followers,3,"Asif shaikh- The best coffee shop in Mumbai with Polite and good staff ,serving food with complimentary banana chips and water.😍"
Gauravchettiyar13@gmail.com,0 reviews,0 Followers,3,"The place is good but not great. The location is amazing, it’s right opposite to JWMarriot Juhu, which makes it perfect for a breezy evening.

Few things which we really loved was,
The idea of giving free water & chips… there is a story behind it and makes it an emotional touch.
The idea of coffee tasters, I guess it’s the first cafe I have been to which does that, really loved it.

Baked vadapav and the tiny butter croissant are must try.
Vietnamese frappe & Nariyal coffee frappe both were good but not great.
Other food items were also similar.

If you looking for breezy evening & hot coffee, please visit."
Name,Reviews Count,Followers,Rating,Review Text
Lucky,0 reviews,0 Followers,3,Kareem is very kind efficient and good in his work! i really like his attitude and behaviour towards the people he serves 🧿✨🪬🌞👌🏻
Rishikesh Khedkar,0 reviews,0 Followers,3,Bad service
Kajal Jain,0 reviews,0 Followers,3,Great service and good
Naman Upadhyaya,0 reviews,24 Followers,3,"Asif shaikh- The best coffee shop in Mumbai with Polite and good staff ,serving food with complimentary banana chips and water.😍"
Gauravchettiyar13@gmail.com,0 reviews,0 Followers,3,"The place is good but not great. The location is amazing, it’s right opposite to JWMarriot Juhu, which makes it perfect for a breezy evening.

Few things which we really loved was,
The idea of giving free water & chips… there is a story behind it and makes it an emotional touch.
The idea of coffee tasters, I guess it’s the first cafe I have been to which does that, really loved it.

Baked vadapav and the tiny butter croissant are must try.
Vietnamese frappe & Nariyal coffee frappe both were good but not great.
Other food items were also similar.

If you looking for breezy evening & hot coffee, please visit."
KHILTI,0 reviews,1 Followers,3,"I visited a charming open café that offered both indoor ( less seats) and outdoor seating, creating a cozy yet refreshing vibe. What stood out the most was their thoughtful and generous service—I was welcomed with water in a canned bottle, complimentary banana chips, and later, a taster shot of the coffee I had ordered before the actual drink arrived. I absolutely loved this concept by the Ettara team, allowing a preview of the coffee experience. With its curated menu and warm atmosphere, this café is definitely going to be my new go-to spot!"
Aayush Jayswal,0 reviews,0 Followers,3,The coffees ordered were not good except the Caramel Frappe. But the banana chips on the side were excellent!!
410283,0 reviews,0 Followers,3,Amazing place. Must try the baked vada pav and filter coffee affogato.
Tanisha,0 reviews,0 Followers,3,Iced latte was very weak and milky but tasted good overall
Pooja Joshi,0 reviews,239 Followers,3,the cafe has outside seating and only 2 tables inside ..on a weekend there is waiting for a table ..I was sitting on a chair in a corner and the waiter very rudely asked me to get up n stand outside ..overpriced coffee which is mediocre in taste ..rude waiters with no manners
Kirit Joshi,0 reviews,0 Followers,5,Nice restaurant and friendly staff and owner . more than value for money for products they serve to customers with atmost care and customised taste ...
Mitesh Shah,0 reviews,1 Followers,5,"I had an absolutely amazing experience! The coffee was outstanding - rich, smooth, and full of flavor. The ambient was cozy and inviting, making it the perfect spot to relax and unwind. But what really made our visit stand out was the service the staff were friendly, attentive, and knowledgeable about their products.

But the best part of our experience was the fact that they offered us a taste before serving our drinks. This showed that they were truly committed to ensuring that we got the perfect cup of coffee, and it made all the difference. The attention to detail and care that they put into every aspect of our visit was impressive, and we left feeling thoroughly satisfied and...read more"
Pinkesh Jain,0 reviews,0 Followers,5,Best coffee better den starbucks n nice services asif sir
Gaurav,0 reviews,0 Followers,5,"It was amazing! The vibe,the coffee! The raviollliiiii! Amazing! The service was good! They made us taste coffee before pouring it! Asi was an amazing guy! 10/10 will highly recommend!"
Aritri Bhattacharyya,0 reviews,3 Followers,5,You get free banana chips!!! And the coffee was way too good than i expected. The packaging was impressive. Overall experience 11/10.
Dishant Chavan,0 reviews,58 Followers,5,"Coffee was good, we tried the cake which was also excellent, service by Asif was 5 star, he was helpful with the options and always had smile on his face."
Dishti Patel,0 reviews,0 Followers,5,Asif shaikh provided excellent service. It felt like a 5 star hotel with the exceptional service and ambience. The baked vada pav was great and the coffee was excellent.
Vikhyat Nanda,0 reviews,1 Followers,5,"One of the best coffee shops in Mumbai. Friendly staff, good coffee and cute ambience and superb location. It's a bit small but amazing nonetheless. Must visit."
Vania Khatri,0 reviews,0 Followers,5,"It has a small cafe atmosphere. Which is literally the only thing I can say good about it.

Take 45 minutes for Filter coffee (for real)
The banana chips are a good touch
Don’t go there for the coffee or service or the food .

For a quick coffee and snack . Definitely avoid ."
Gunjan Singh,0 reviews,0 Followers,5,Asif has helped us alot and suggested good food
Tanvi Panpalia,0 reviews,0 Followers,4,the vada pav was not hot
Nandini Sharma,0 reviews,0 Followers,4,"This place has always been one of my favorite spots to chill, thanks to its amazing food and inviting ambiance. However, it has become quite crowded recently, and the waiting time has stretched to over 35 minutes. While most of the staff are friendly and accommodating, one particular staff member came across as a bit rude. Despite this, the food continues to be exceptional, making it a go-to destination for me."
AD B,0 reviews,2 Followers,4,"Food and beverages and service is both exceptional and Consistant.
I prefer it to Starbucks and all other coffee chains I have visited.
Infact when I am in Juhu, this is the only place I visit. And when I am not in Juhu.. I Tey to swing by Juhu despite the terrible Juhu traffic."
Roselina Fernandes,0 reviews,1 Followers,4,"it's situated at a place for those who feel tired after a walk on the beach to have a sip of coffee and delighted chips from Kerala. The restaurant follows its tradition and the water they serve, don't forget to read its description."
Alfarid Mulla,0 reviews,18 Followers,4,"Everything about this cafe is good, their coffee and their dessert is something interesting and unique. Service is good, especially Asif, he is confident and kind."
Yayin Pathak,0 reviews,0 Followers,5,"Love the concept
Food menu is really interesting
Service by Asif was good"
Payal Suvanam,0 reviews,6 Followers,5,"Asif / Sonalika

Thank you an awesome service . These guys were just amazing.
Thank you for an excellent experience first time was just great 🤩🤩🤩🤩🤩"
Ayushi Mittal,0 reviews,0 Followers,5,
Dolly Singhvi,0 reviews,5 Followers,5,"Everything I ordered was delicious
Iced mocha 5/5
Baked vada pav 5/5
Mysore pak cheesecake 6/5 (very delicious)
Water bottle was the best 😅
Loved the detailings
Staff is very courteous 🫶"
Shaan,0 reviews,3 Followers,5,Priti is very nice :) food was also great :)
Ishita Gandhi,0 reviews,1 Followers,5,
Minal Sharma Vadodaria,0 reviews,2 Followers,5,I live behind & it’s my go to place for coffee or a quick meet. Their baked vada pav are yummy along with all the nice small treats. I just wish it was bigger place where I could come and work. Sharing a photo with my take away coffee enjoyed with sunrise. Love it! 🫶❤️
Puneet Agarwal,0 reviews,0 Followers,5,delivery guy shankar really nice
Param Detroja,0 reviews,0 Followers,5,Best coffee place ever and the staff improves the experience of your coffee. Love it!!!
Jasmin,0 reviews,0 Followers,5,Best coffee
Jeel,0 reviews,0 Followers,5,"Really fair priced, super cozy ambience, baked vada pao is a must try here"
Manav Makhija,0 reviews,85 Followers,5,"The place is my all time fav🫶🏻
Today even when the place was full the staff made sure that we get the table, and made sure we are comfortable. Special mention for Asif, who really made us feel warm and comfy, thanks to him"
Nandini Wagle,0 reviews,1 Followers,5,Great coffee and ambience! Asif helped us and made our experience so much better. Please do visit and have a taste of their menu 10/10 recommend!!
Harshika,0 reviews,0 Followers,5,Very good coffee and service by asif
Kanishka Porwal,0 reviews,0 Followers,5,Asif and sonalika are amazing and very helpful
Ayushi Mittal,0 reviews,0 Followers,5,The coffee and vibe of the space is really good asif served really well
Heesha Panchal,0 reviews,0 Followers,5,"great experience, good coffee and service by asif"
Sahely,0 reviews,3 Followers,5,Coffee was really good. Asif's service was great.
Anup Kulkarni,0 reviews,266 Followers,5,A nice little place for coffee. The menu is full of international coffees with a South Indian twist. And the service is also great. Asif was quick to serve us and suggest good coffees. A must go for coffee lovers
Dhwani,0 reviews,0 Followers,5,Asif bhai had such a wonderful vibe- he served us with such warmth. Excellent coffee. Good ambience.
Rasheedul Haq,0 reviews,1 Followers,5,Asif was really very helpful and friendly with the order and the service
Vedant,0 reviews,1 Followers,5,"Asif provided excellent service, and the food, particularly the Mushroom edemunchi croissant, was outstanding."
Natasha Malhotra,0 reviews,0 Followers,5,"Very good quality coffee , service and snacks !!!!"
Satish Bhatia,0 reviews,1 Followers,5,sonalika was great n patient guiding exotic menu
Shivam Dodai,0 reviews,1 Followers,5,Great place. Asif was helpful
Gursimar Kaur,0 reviews,0 Followers,5,"Loved the vibe here! The food was a 10/10, we were served by Asif who did an amazing job."
Agrawalpalak417,0 reviews,0 Followers,5,loved the service by asif. ettarra has always been my go to place.
Priyanka Tukadiya,0 reviews,288 Followers,5,Great service by Asif and good ambience to hang out and have comfortable drinks
Shashank Singh,0 reviews,1 Followers,5,"Asif’s hospitality, latte coffee and food. Everything about this place is truly amazing. ;)"
Ami Lodriya,0 reviews,6 Followers,5,Asif was really kind and suggested us to try their new best seller and we had a good time here. Do try
Rushabh Sanghavi,0 reviews,1 Followers,1,"Staff is really good , asif helped us to choose the best coffee for us"
Seeran Jain,0 reviews,0 Followers,1,Really good service by Asif
Hardik Mehta,0 reviews,0 Followers,1,"WHAT A PLACE! The food, the service, the ambiance. And value for money for real! Highly recommended. ALSO THE SERVICE BY ASIF BHAIYA, HANDS DOWN THE BEST SERVER!"
Saransh Ahuja,0 reviews,100 Followers,1,"To sum it up - A waste of such good ambience and 24x7 coffee shop. A wish to have some great filter coffee outdoors in the middle of the night were squashed. The filter coffee was very bad. It was awful !! It’s an insult in the name of any coffee. Cycle wala Rs. 10 coffee is better than the filter coffee here. Plus my stomach has been upset since last night after having the coffee, must be the bad milk. Not only me , but my friends also felt the same. Never going back, you were a major disappointment"
Naitik,0 reviews,0 Followers,1,Rude staff
Riya Agrawal,0 reviews,0 Followers,5,Ettara is always fun to visit. The ambiance and food is also good. Asif was very sweet while serving us
Mansi Agarwal,0 reviews,1 Followers,5,Asif was our server he is very polite and very helpful a must visit place if you are in Juhu
Hetvi Desai,0 reviews,0 Followers,5,Asif made the best bon bon frappe
Raj,0 reviews,0 Followers,5,"Asif, Loved the service"
Sweta,0 reviews,64 Followers,5,"In one word, Impressive! it was a feel good experience with the delight of this Cafe's hospitality, ambience, the copper cutleries, wholesome baked banana wafers yumm!, the water packaging in glass bottle, the baked wada pav ....must try! pipen hot in mumbai winter nights... everything was perfect. coffee was well-brewed and perfect! the berliners were oh so yummy! it was a perfect evening well spent. Our server Asif was super helpful and hospitable to add smile to our visit."
Navya Kumar,0 reviews,0 Followers,5,Great service by Asif. Thanks Ettara
Parth Pahuja,0 reviews,0 Followers,5,"Very good customer service, staff (Asif) was very humble"
Taksha Goyal,0 reviews,0 Followers,5,"It was a great experience, came here 2-3 times but leaving a review for the first time. The service was amazing as well as the staff!!
Shout out to Asif, for fixing our drink!"
Purti Mehra,0 reviews,1 Followers,5,"Loved the place and coffee!!! Our server, Asif was a great help at the restaurant"
Divy Agrawal,0 reviews,0 Followers,5,Asif suggested the best coffee.
Akash,0 reviews,14 Followers,5,"very polite staff, Asif and amazing coffee"
Manas Chabria,0 reviews,2 Followers,5,Asif is really amazing !!
Jaya Gangwani,0 reviews,1 Followers,5,"Such good coffee + Banana chips.
I would definitely visit to try more things."
Sanjana Kotian,0 reviews,0 Followers,5,Good service by Priti
Tanmay Agrawal,0 reviews,0 Followers,5,Great service by Asif!
Shrey Agarwal,0 reviews,1 Followers,5,Asif was great!
Yash,0 reviews,0 Followers,5,Asif bhai was a great person and had impeccable serving etiquettes. Our group of friends have been regularly visiting this place for the vibe and variants of coffee being served here.
Zzzzzzz,0 reviews,1 Followers,5,Asif
Vidhi Agarwal,0 reviews,0 Followers,5,amazing service by asif
Sakshi Satardekar,0 reviews,0 Followers,5,Asif is great with his service. Great food
Bhushan Dixit,0 reviews,0 Followers,5,ASIF
Madhur,0 reviews,0 Followers,5,"Beautiful ambiance, delicious food, loved the experience. Asif helped us throughout the dining experience. Thanks to him!"
Hetu Mehta,0 reviews,12 Followers,5,Great service by Asif!
Hitesh Patel,0 reviews,0 Followers,5,Asif is great service
Shreyan,0 reviews,300 Followers,5,
Reyaansh Kataria,0 reviews,0 Followers,5,"Great staff , thanks to Asif bhai"
